AÑO,MUNICIPIO,DEPARTAMENTO,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2016,Ayapel,Córdoba,Córdoba (ETC),13296,82.6,82.64,48.56,81.64,58.76,27.66,91.61,102.88,107.95,84.96,54.9,3.34,1.49,2.88,4.64,3.96,96.62,97.1,95.36,95.59,0.04,0.0,0.02,0.0,0.44,6.02,8.1,6.87,5.2,0.66
2016,Canalete,Córdoba,Córdoba (ETC),5385,83.2,83.25,39.59,79.46,67.24,28.93,89.77,68.16,105.1,94.97,51.21,2.81,0.9,2.24,4.14,2.47,97.19,97.76,95.86,97.53,0.0,0.0,0.0,0.0,0.0,6.52,0.6,4.73,10.34,6.5
2016,Cereté,Córdoba,Córdoba (ETC),19688,98.9,98.8,60.81,95.04,82.33,53.03,107.71,105.88,114.06,111.24,85.57,2.35,3.74,1.74,2.97,1.82,97.53,97.99,97.01,98.18,0.12,0.0,0.26,0.02,0.0,4.1,6.82,3.96,4.25,2.37
2016,Chinú,Córdoba,Córdoba (ETC),10070,92.7,92.6,55.88,90.0,73.02,43.45,107.34,111.29,123.8,100.18,76.71,1.49,1.52,1.66,1.35,1.14,98.45,98.34,98.65,98.29,0.06,0.0,0.0,0.0,0.57,3.9,5.26,3.16,4.4,4.48
2016,Ciénaga de Oro,Córdoba,Córdoba (ETC),15167,81.5,81.49,50.43,77.59,63.6,36.5,90.95,99.46,98.4,90.19,68.64,2.45,4.05,2.07,2.7,1.98,97.55,97.93,97.3,98.02,0.0,0.0,0.0,0.0,0.0,4.8,5.96,4.72,5.63,1.7
2016,Cotorra,Córdoba,Córdoba (ETC),3047,103.1,103.09,45.59,101.5,84.92,49.62,112.9,101.53,127.47,117.29,75.38,3.83,0.77,1.21,7.63,5.03,95.72,98.02,92.12,94.97,0.44,0.0,0.77,0.26,0.0,4.87,3.86,3.51,7.54,3.02
2016,La Apartada,Córdoba,Córdoba (ETC),4086,76.1,76.11,36.67,69.5,60.39,30.89,85.66,79.44,92.43,91.27,59.63,7.02,1.06,3.67,11.64,11.63,92.98,96.33,88.36,88.37,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.09,0.29
2016,Lorica,Córdoba,Lorica,27789,89.0,88.94,46.37,79.97,79.09,55.56,112.97,83.53,106.69,127.69,115.17,2.14,3.09,1.79,2.55,1.69,91.89,92.37,89.62,93.78,5.97,0.0,5.84,7.83,4.54,4.5,1.7,4.93,5.63,1.66
2016,Los Córdobas,Córdoba,Córdoba (ETC),6779,63.2,63.18,33.01,59.08,51.24,21.19,69.01,60.1,78.52,73.55,38.6,5.09,2.29,1.71,9.52,8.58,94.91,98.29,90.48,91.42,0.0,0.0,0.0,0.0,0.0,0.59,0.29,0.76,0.56,0.0
2016,Montelíbano,Córdoba,Córdoba (ETC),20708,95.3,94.96,53.81,95.28,74.57,36.81,104.74,104.17,118.5,104.15,69.59,3.29,2.09,2.49,4.68,3.86,96.58,97.44,95.04,96.08,0.13,0.0,0.07,0.28,0.06,2.78,1.43,2.27,4.43,1.04
2016,Planeta Rica,Córdoba,Córdoba (ETC),15897,96.5,96.43,59.18,91.72,78.48,50.61,107.39,114.65,111.51,108.81,89.56,2.3,2.76,2.52,2.05,1.71,97.02,96.79,97.01,98.06,0.68,0.2,0.69,0.94,0.24,3.62,6.07,3.41,3.83,1.71
2016,Pueblo Nuevo,Córdoba,Córdoba (ETC),9774,70.1,70.12,33.98,66.04,56.49,27.41,78.45,70.48,84.8,83.53,54.76,3.08,2.36,2.48,3.56,4.77,96.89,97.52,96.44,94.96,0.03,0.0,0.0,0.0,0.27,4.98,7.6,3.81,6.78,2.12
2016,Puerto Libertador,Córdoba,Córdoba (ETC),13245,74.9,74.84,46.26,80.68,47.01,18.02,83.36,82.0,106.91,74.12,38.84,5.3,5.64,3.76,8.52,4.75,94.7,96.24,91.48,95.25,0.0,0.0,0.0,0.0,0.0,0.84,0.11,0.91,1.11,0.0
2016,Sahagún,Córdoba,Sahagún,19890,104.1,104.09,65.21,99.27,86.82,56.25,133.87,98.28,132.1,140.6,143.31,2.32,1.94,1.56,3.28,2.77,94.46,95.78,92.59,92.9,3.22,0.78,2.66,4.13,4.33,6.13,1.04,6.43,7.21,5.17
2016,San Antero,Córdoba,Córdoba (ETC),7317,93.4,93.41,55.96,86.71,75.74,42.36,111.99,136.68,122.94,106.76,80.59,2.14,0.84,1.5,3.65,1.58,97.86,98.5,96.35,98.42,0.0,0.0,0.0,0.0,0.0,7.59,8.3,9.04,6.88,3.29
2016,San Carlos,Córdoba,Córdoba (ETC),6563,85.1,85.02,46.05,83.03,64.47,36.79,93.33,94.85,105.32,90.56,64.99,3.33,5.47,1.99,4.52,3.95,95.12,97.73,91.99,94.08,1.56,0.94,0.28,3.49,1.97,5.49,7.17,6.33,5.14,1.52
2016,San José de Uré,Córdoba,Córdoba (ETC),2998,104.8,104.84,57.4,105.21,72.85,24.04,114.68,121.3,141.33,109.63,42.86,3.29,0.0,2.77,4.86,5.29,96.71,97.23,95.14,94.71,0.0,0.0,0.0,0.0,0.0,2.76,5.36,1.57,4.39,0.53
2016,San Pelayo,Córdoba,Córdoba (ETC),9431,84.6,84.58,37.52,77.88,73.77,47.64,93.01,86.45,95.25,98.94,78.92,2.79,3.89,2.57,2.54,3.49,97.21,97.43,97.46,96.51,0.0,0.0,0.0,0.0,0.0,5.53,3.44,5.78,6.59,3.23
2016,Tierralta,Córdoba,Córdoba (ETC),27665,90.3,90.27,49.64,93.8,61.26,31.08,98.73,92.63,124.53,86.45,56.71,3.55,4.65,2.85,4.67,3.32,95.9,96.7,94.39,96.24,0.55,0.0,0.45,0.94,0.44,3.53,1.73,3.7,4.54,0.83
2016,Anapoima,Cundinamarca,Cundinamarca (ETC),2481,98.6,98.59,71.77,95.67,88.18,39.05,118.02,100.0,127.93,132.39,77.43,3.24,8.79,1.6,4.31,2.34,93.69,98.21,88.2,95.7,3.07,0.0,0.19,7.49,1.95,5.8,3.85,3.58,10.1,1.56
2016,Beltrán,Cundinamarca,Cundinamarca (ETC),473,81.8,81.82,25.0,65.17,79.74,53.16,100.85,82.5,86.07,130.07,91.14,6.92,12.12,2.37,10.56,7.14,92.84,97.63,88.82,92.86,0.24,0.0,0.0,0.62,0.0,5.25,0.0,6.51,6.83,0.0
2016,Bojacá,Cundinamarca,Cundinamarca (ETC),3006,65.1,64.94,42.4,62.98,55.95,34.43,74.32,52.8,78.53,77.25,67.76,3.68,2.56,1.44,6.15,6.07,96.32,98.56,93.85,93.93,0.0,0.0,0.0,0.0,0.0,6.17,2.56,4.56,10.3,2.8
2016,Cajicá,Cundinamarca,Cundinamarca (ETC),12484,102.6,101.33,73.97,99.13,84.03,52.87,110.21,109.69,115.89,111.79,93.11,2.96,2.32,1.56,5.1,1.84,96.59,98.11,94.11,97.96,0.46,0.0,0.32,0.79,0.19,4.2,2.86,2.89,6.27,3.4
2016,Caparrapí,Cundinamarca,Cundinamarca (ETC),3370,64.2,64.15,38.11,61.9,55.45,32.6,75.25,65.03,79.18,83.44,53.41,2.11,2.15,1.71,2.76,1.64,97.81,98.29,97.24,97.95,0.09,0.54,0.0,0.0,0.41,2.89,1.08,2.85,4.26,0.0
2016,Chaguaní,Cundinamarca,Cundinamarca (ETC),857,57.8,57.76,18.92,50.7,57.04,35.0,68.26,37.84,60.72,81.34,77.14,4.09,3.57,1.86,3.54,12.5,95.91,98.14,96.46,87.5,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.93,0.51,0.0
2016,Chipaque,Cundinamarca,Cundinamarca (ETC),1894,84.5,84.42,40.0,82.21,74.76,49.32,96.57,71.25,102.86,96.85,92.57,2.75,0.9,2.01,3.87,3.35,94.25,91.68,96.13,95.69,3.0,0.0,6.31,0.0,0.96,9.67,0.0,4.7,17.75,10.53
2016,Cota,Cundinamarca,Cundinamarca (ETC),5240,236.7,233.99,150.47,254.96,198.54,135.81,246.15,211.74,277.62,239.55,197.33,1.8,2.65,1.59,1.94,1.7,95.19,97.85,91.31,96.17,3.01,0.0,0.56,6.75,2.13,1.14,1.06,1.04,1.39,0.85
2016,Facatativá,Cundinamarca,Facatativá,29446,85.9,85.66,63.55,84.83,75.09,47.3,93.09,81.9,96.65,96.42,82.71,3.53,2.58,3.09,4.27,3.4,88.02,90.9,83.01,88.24,8.45,0.86,6.01,12.71,8.36,0.72,0.34,0.7,0.98,0.18
2016,Funza,Cundinamarca,Cundinamarca (ETC),16059,113.9,113.49,80.05,108.4,102.86,72.78,122.83,101.06,119.91,133.35,119.52,3.07,2.26,1.62,5.17,2.71,96.83,98.38,94.83,96.53,0.1,0.0,0.0,0.0,0.75,1.26,0.0,0.16,3.05,0.83
2016,Fúquene,Cundinamarca,Cundinamarca (ETC),1223,112.1,112.1,45.19,94.93,124.39,71.94,123.71,76.92,117.35,152.68,104.59,1.98,1.25,0.36,3.35,2.44,93.72,99.64,90.1,86.83,4.3,0.0,0.0,6.55,10.73,5.87,1.25,2.71,11.18,0.0
2016,Fusagasugá,Cundinamarca,Fusagasugá,25282,93.0,92.85,51.09,85.12,83.01,59.96,106.28,89.59,101.64,115.67,107.32,4.67,7.93,3.69,5.79,2.79,87.45,90.65,80.88,92.98,7.88,0.22,5.66,13.33,4.23,0.57,0.22,0.56,0.84,0.04
2016,Gachala,Cundinamarca,Cundinamarca (ETC),1473,56.2,56.21,32.26,44.61,56.19,39.57,65.78,47.58,55.72,80.73,70.64,2.22,1.69,2.47,2.05,2.29,97.78,97.53,97.95,97.71,0.0,0.0,0.0,0.0,0.0,2.46,0.0,2.16,3.81,0.76
2016,Gachetá,Cundinamarca,Cundinamarca (ETC),2224,72.8,72.75,25.13,64.17,63.16,59.78,82.46,65.33,77.54,88.5,92.39,0.69,0.0,0.55,0.52,1.68,93.76,97.38,94.31,94.28,5.54,30.0,2.07,5.17,4.04,2.02,0.0,2.48,2.41,1.01
2016,Gama,Cundinamarca,Cundinamarca (ETC),684,77.0,77.05,44.26,76.24,81.52,34.62,83.19,60.66,86.88,100.0,58.46,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,1.63,4.74,6.58
2016,Girardot,Cundinamarca,Girardot,19042,88.9,88.8,49.49,84.44,76.6,52.01,97.61,84.62,98.72,102.8,90.75,6.31,6.33,5.28,8.36,3.9,83.55,87.73,75.29,87.96,10.14,1.27,6.99,16.35,8.13,1.69,1.5,1.33,2.29,1.26
2016,Guataquí,Cundinamarca,Cundinamarca (ETC),601,71.4,71.38,28.3,64.03,62.76,31.31,85.36,64.15,81.03,98.47,81.82,5.62,11.76,2.49,8.38,4.92,88.12,94.53,81.44,91.8,6.26,11.76,2.99,10.18,3.28,0.22,2.94,0.0,0.0,0.0
2016,Guayabetal,Cundinamarca,Cundinamarca (ETC),931,144.9,144.9,101.22,147.42,117.49,67.72,158.75,157.32,172.42,166.34,111.39,3.74,2.33,1.97,4.55,10.0,96.26,98.03,95.45,90.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.3,0.45,0.0
2016,Jerusalén,Cundinamarca,Cundinamarca (ETC),660,63.5,63.48,13.56,60.5,56.6,35.19,76.52,44.07,78.65,80.66,80.56,1.75,3.85,1.38,1.96,1.64,98.03,98.62,98.04,96.72,0.22,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0
2016,La Calera,Cundinamarca,Cundinamarca (ETC),5577,135.3,131.86,72.48,131.27,115.28,66.99,141.98,128.86,151.22,149.47,110.11,1.75,2.48,1.0,2.58,2.05,96.28,97.43,94.39,96.25,1.97,0.0,1.57,3.03,1.71,5.04,0.0,2.76,9.0,6.48
2016,Madrid,Cundinamarca,Cundinamarca (ETC),17516,98.4,98.13,71.02,98.68,86.53,51.57,105.36,98.67,112.45,109.73,81.59,3.62,2.5,2.52,5.15,4.17,92.82,95.76,87.46,94.41,3.56,0.0,1.72,7.39,1.42,2.15,0.79,2.54,2.35,0.71
2016,Mosquera,Cundinamarca,Mosquera,18603,131.9,131.33,89.12,133.02,118.61,72.68,141.0,121.75,150.63,148.72,112.88,4.27,3.9,2.75,6.24,4.16,83.51,89.37,73.48,85.19,12.22,0.46,7.88,20.28,10.65,0.68,0.46,0.28,1.29,0.47
2016,Nilo,Cundinamarca,Cundinamarca (ETC),3585,47.8,47.75,37.54,56.4,44.95,14.57,54.87,64.85,65.72,64.21,28.24,3.39,6.29,3.13,3.29,2.29,96.54,96.87,96.71,97.14,0.07,0.0,0.0,0.0,0.57,1.02,0.0,1.25,1.36,0.0
2016,Nimaima,Cundinamarca,Cundinamarca (ETC),1486,34.7,34.72,10.85,27.11,31.1,21.43,43.81,33.33,36.36,59.15,37.39,3.91,4.65,3.11,5.45,1.35,96.09,96.89,94.55,98.65,0.0,0.0,0.0,0.0,0.0,6.58,2.33,5.33,9.55,4.05
2016,Nocaima,Cundinamarca,Cundinamarca (ETC),1275,70.1,70.12,23.58,64.54,63.73,39.38,99.92,68.87,77.49,100.74,154.83,3.24,5.48,2.57,4.62,0.63,96.76,97.43,95.38,99.37,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.26,0.54,0.0
2016,Venecia,Cundinamarca,Cundinamarca (ETC),619,144.1,144.1,90.74,141.67,132.81,51.24,165.91,138.89,170.24,196.35,120.66,2.87,2.67,1.17,5.02,3.31,97.13,98.83,94.98,96.69,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.7,0.63,0.0
2016,Pandi,Cundinamarca,Cundinamarca (ETC),1153,69.2,69.21,30.69,72.35,56.18,20.1,83.69,68.32,91.68,88.71,62.81,4.02,2.9,2.77,3.58,12.36,95.98,97.23,96.42,87.64,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,3.58,0.0
2016,Paratebueno,Cundinamarca,Cundinamarca (ETC),1774,115.8,115.84,60.9,123.81,89.9,44.24,127.85,84.62,151.32,126.71,90.65,5.27,10.61,4.31,6.26,3.8,92.8,94.37,89.87,96.2,1.93,0.0,1.32,3.87,0.0,0.71,0.0,1.06,0.3,0.54
2016,Pulí,Cundinamarca,Cundinamarca (ETC),621,72.8,72.79,39.22,63.98,66.03,28.0,89.05,78.43,96.93,100.0,51.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3.28,2.5,1.88,5.29,2.17
2016,Quetame,Cundinamarca,Cundinamarca (ETC),1343,94.1,94.12,43.1,78.91,88.18,82.11,109.31,70.69,92.44,115.45,161.47,1.6,4.88,1.52,1.49,0.86,98.32,98.48,98.3,99.14,0.08,0.0,0.0,0.21,0.0,1.76,0.0,1.33,2.98,0.86
2016,Ricaurte,Cundinamarca,Cundinamarca (ETC),1816,87.9,87.89,58.44,89.16,73.56,37.23,96.37,85.71,104.55,107.63,62.15,3.09,3.19,1.97,4.17,3.75,84.89,89.53,77.6,86.25,12.02,2.13,8.5,18.23,10.0,5.51,5.32,6.07,5.21,4.38
2016,San Antonio del Tequendama,Cundinamarca,Cundinamarca (ETC),2562,75.5,75.49,40.0,70.51,70.81,38.71,89.7,79.05,89.13,102.33,71.2,2.96,3.8,2.0,3.77,3.35,92.97,95.66,89.64,92.47,4.07,1.27,2.35,6.59,4.18,4.52,3.8,5.4,4.58,1.67
2016,Simijaca,Cundinamarca,Cundinamarca (ETC),3106,80.6,80.46,47.17,80.02,72.74,46.14,87.28,75.47,90.54,92.1,74.8,2.55,1.43,0.22,5.24,2.55,97.45,99.78,94.76,97.45,0.0,0.0,0.0,0.0,0.0,9.23,0.0,6.18,14.4,8.28
2016,Soacha,Cundinamarca,Soacha,113969,91.4,91.23,59.12,90.35,80.52,51.7,99.88,77.93,102.96,107.79,87.55,4.91,4.68,4.1,6.46,3.32,95.09,95.9,93.54,96.68,0.0,0.0,0.0,0.0,0.0,4.09,1.33,3.03,6.32,2.62
2016,Sopó,Cundinamarca,Cundinamarca (ETC),5836,87.8,86.7,48.95,83.77,76.47,45.48,97.65,92.44,97.79,105.22,84.67,1.31,4.33,1.15,1.42,0.0,95.13,96.49,92.18,99.12,3.57,1.08,2.36,6.41,0.88,0.43,0.72,0.18,0.74,0.18
2016,Subachoque,Cundinamarca,Cundinamarca (ETC),3253,127.2,127.08,52.83,135.37,113.64,79.0,138.73,81.51,153.31,146.34,114.87,3.91,7.58,2.53,4.68,4.44,95.63,97.47,94.29,95.56,0.46,1.52,0.0,1.04,0.0,0.87,0.0,0.33,2.08,0.0
2016,Susa,Cundinamarca,Cundinamarca (ETC),3131,32.4,32.45,19.17,36.93,25.88,18.31,36.6,33.83,41.69,33.08,31.89,2.28,1.14,0.58,5.68,1.59,97.72,99.42,94.32,98.41,0.0,0.0,0.0,0.0,0.0,2.66,0.0,3.08,3.15,1.59
2016,Sutatausa,Cundinamarca,Cundinamarca (ETC),1181,90.5,90.52,57.28,100.8,67.2,37.19,103.98,122.33,117.96,93.92,78.39,2.87,0.81,0.91,4.19,11.76,97.13,99.09,95.81,88.24,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.65,0.0
2016,Tenjo,Cundinamarca,Cundinamarca (ETC),4417,156.5,155.94,86.19,156.79,146.19,90.39,168.03,130.94,175.5,182.6,139.47,3.51,4.98,2.19,4.92,3.16,94.08,97.59,90.33,91.84,2.41,0.0,0.22,4.74,5.0,0.97,0.0,0.51,2.06,0.0
2016,Tocaima,Cundinamarca,Cundinamarca (ETC),3567,63.8,63.84,30.43,60.73,50.59,35.24,76.59,58.53,79.6,80.96,69.1,7.29,11.18,3.94,11.55,5.88,92.71,96.06,88.45,94.12,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.37,0.0,0.0
2016,Ubaque,Cundinamarca,Cundinamarca (ETC),1163,98.2,98.19,55.45,96.95,87.5,60.43,105.59,86.14,117.72,105.99,83.42,1.65,4.6,0.71,2.46,1.28,92.49,94.3,87.47,98.08,5.86,1.15,4.99,10.07,0.64,7.35,0.0,6.77,11.06,3.85
2016,Zipaquirá,Cundinamarca,Zipaquirá,26238,87.8,87.47,63.63,87.08,74.51,49.15,96.52,87.14,99.03,100.3,87.15,4.55,3.99,2.71,7.07,3.33,82.49,88.73,72.4,86.25,12.96,1.08,8.56,20.53,10.42,3.74,0.43,3.21,5.24,2.69
2016,Quibdó,Chocó,Quibdó,33629,97.2,97.15,64.25,94.63,73.77,43.38,111.28,99.15,122.12,109.1,92.55,1.09,0.94,1.15,1.22,0.52,89.15,90.63,82.83,93.72,9.75,0.08,8.22,15.95,5.76,1.23,0.83,1.54,1.15,0.28
2016,Acandí,Chocó,Chocó (ETC),2331,128.5,128.49,66.99,141.64,90.39,31.48,164.09,119.42,221.78,138.95,88.36,7.1,3.66,6.72,8.68,7.39,83.16,83.07,79.74,83.74,9.74,0.0,10.21,11.58,8.87,0.93,0.0,1.15,0.86,0.49
2016,Alto Baudo,Chocó,Chocó (ETC),11632,47.2,47.16,30.08,48.48,14.5,2.4,58.4,64.95,87.31,42.51,14.7,1.81,1.15,0.76,5.06,4.07,90.56,89.95,88.46,93.02,7.62,0.87,9.3,6.48,2.91,2.0,0.0,2.74,0.85,1.16
2016,Atrato,Chocó,Chocó (ETC),2961,47.9,47.89,33.98,44.14,37.64,22.35,58.76,56.64,65.86,54.49,48.85,7.32,4.14,6.3,10.19,5.77,82.95,84.93,73.02,92.31,9.73,0.0,8.77,16.79,1.92,4.71,0.0,8.22,2.64,0.96
2016,Bagadó,Chocó,Chocó (ETC),2335,140.4,140.43,97.04,143.52,49.23,27.57,172.72,168.47,255.0,109.87,75.07,4.52,7.6,2.23,6.88,13.83,86.93,85.77,88.8,84.19,8.54,0.0,12.0,4.32,1.98,5.23,0.29,8.17,0.58,0.0
2016,Bahía Solano,Chocó,Chocó (ETC),2597,104.4,104.35,50.22,105.87,61.75,39.95,127.65,115.42,149.47,111.75,106.61,7.83,14.12,7.67,7.36,4.29,82.42,81.55,80.74,89.29,9.75,0.0,10.78,11.9,6.43,2.15,1.15,2.52,2.33,0.36
2016,Bojaya,Chocó,Chocó (ETC),2981,112.6,112.65,71.6,118.44,32.53,11.19,144.01,143.19,217.05,85.49,60.14,4.79,7.07,4.0,6.54,4.09,87.84,87.04,88.63,95.32,7.38,4.62,8.96,4.84,0.58,4.23,0.27,6.31,0.0,0.0
2016,Carmen del Darien,Chocó,Chocó (ETC),1552,168.6,168.56,122.22,184.63,65.58,14.98,202.71,235.56,307.01,126.73,49.34,3.84,6.6,3.14,4.82,2.44,89.74,89.07,89.37,93.9,6.42,0.0,7.79,5.81,3.66,1.54,0.0,2.04,0.66,2.44
2016,Cértegui,Chocó,Chocó (ETC),2382,41.6,41.65,33.0,41.7,31.36,11.99,53.99,50.74,71.5,47.38,25.66,0.54,2.91,0.37,0.28,0.0,94.4,93.85,93.07,99.07,5.05,0.0,5.77,6.65,0.93,0.18,0.0,0.37,0.0,0.0
2016,El Carmen de Atrato,Chocó,Chocó (ETC),4216,47.8,47.82,30.89,44.72,27.84,14.81,60.96,58.81,71.44,54.19,46.09,3.88,5.53,2.59,5.22,6.04,89.42,89.7,87.25,90.11,6.71,0.46,7.7,7.54,3.85,2.71,1.38,3.43,2.46,0.0
2016,El Litoral del San Juan,Chocó,Chocó (ETC),5276,67.0,67.02,33.47,65.34,28.24,5.49,86.85,58.21,113.43,86.32,30.85,3.16,3.21,3.67,2.0,4.23,80.73,80.0,78.41,82.63,16.11,0.36,16.33,19.58,13.15,0.54,0.36,0.77,0.23,0.0
2016,Istmina,Chocó,Chocó (ETC),6872,120.1,120.13,68.45,118.39,88.85,42.35,146.2,131.72,163.12,141.45,115.3,3.48,4.74,3.26,3.71,2.71,88.4,87.56,86.3,93.84,8.12,0.0,9.17,9.99,3.45,1.42,0.13,1.58,1.68,0.86
2016,Juradó,Chocó,Chocó (ETC),964,111.5,111.51,91.76,117.86,48.91,20.29,136.93,120.0,170.24,122.43,79.71,7.56,5.88,8.18,7.69,3.7,78.13,72.5,80.77,96.3,14.31,0.0,19.32,11.54,0.0,1.46,0.0,2.12,0.89,0.0
2016,Lloró,Chocó,Chocó (ETC),3337,76.7,76.66,54.58,78.71,27.42,12.11,92.69,96.13,135.73,60.25,36.95,3.97,4.03,3.16,6.41,3.45,83.66,82.59,80.0,93.79,12.38,1.83,14.25,13.59,2.76,1.09,0.0,1.71,0.0,0.0
2016,Medio Atrato,Chocó,Chocó (ETC),7372,24.6,24.55,15.85,27.26,6.04,0.42,29.29,33.38,47.67,17.49,1.61,8.37,7.83,5.49,20.44,5.26,84.28,86.14,72.1,84.21,7.35,0.0,8.37,7.46,10.53,2.29,0.46,3.16,0.0,0.0
2016,Medio Baudó,Chocó,Chocó (ETC),4082,69.8,69.77,50.7,77.22,25.09,5.84,81.43,91.83,115.8,55.67,30.58,4.87,4.91,4.1,6.82,7.21,88.58,88.92,84.12,90.09,6.55,0.0,6.98,9.05,2.7,1.58,0.0,2.15,0.74,0.9
2016,Medio San Juan,Chocó,Chocó (ETC),4686,49.0,49.04,30.52,48.81,28.96,12.61,59.5,55.16,74.04,51.47,35.74,2.01,3.4,1.34,3.43,0.0,91.57,89.38,93.55,93.75,6.42,0.0,9.27,3.02,6.25,1.62,0.0,2.41,0.96,0.48
2016,Nuquí,Chocó,Chocó (ETC),2585,72.1,72.07,41.15,76.47,32.72,13.32,85.76,82.74,114.21,69.25,39.4,4.76,5.88,3.04,7.82,6.77,81.01,81.34,75.13,86.47,14.23,1.6,15.61,17.05,6.77,3.1,1.6,3.98,2.31,0.0
2016,Río Iro,Chocó,Chocó (ETC),2888,47.4,47.37,20.56,50.4,25.0,9.38,56.65,51.61,74.44,44.86,33.65,5.09,1.56,4.9,7.05,3.37,89.69,87.81,89.67,96.63,5.22,0.0,7.29,3.27,0.0,2.22,0.0,2.39,2.77,1.12
2016,Río Quito,Chocó,Chocó (ETC),2541,79.2,79.18,56.89,85.44,41.11,13.93,105.71,98.22,133.73,83.77,76.23,10.25,13.12,10.32,10.34,5.52,84.36,81.17,87.85,93.87,5.39,0.0,8.51,1.81,0.61,0.13,0.0,0.23,0.0,0.0
2016,Riosucio,Chocó,Chocó (ETC),8871,93.6,93.57,50.87,103.9,53.71,18.64,116.84,92.93,166.16,88.61,53.74,6.29,3.6,6.19,8.02,3.89,86.02,84.88,83.92,92.68,7.69,0.0,8.93,8.07,3.43,4.16,0.13,5.54,2.78,0.23
2016,San José del Palmar,Chocó,Chocó (ETC),1427,80.7,80.73,48.03,78.95,53.88,31.63,90.61,78.74,110.05,79.25,63.78,10.39,19.0,7.75,12.83,10.0,84.29,86.17,80.75,88.89,5.32,0.0,6.08,6.42,1.11,1.64,0.0,1.06,3.48,0.0
2016,Sipí,Chocó,Chocó (ETC),1200,63.8,63.83,46.67,75.38,27.54,4.07,74.75,82.86,110.0,52.36,15.7,2.29,1.15,1.64,3.91,14.29,89.52,88.18,89.94,78.57,8.19,0.0,10.18,6.15,7.14,5.66,0.0,7.09,4.47,0.0
2016,Unguía,Chocó,Chocó (ETC),4126,75.2,75.23,45.56,83.35,52.22,17.86,100.73,92.22,123.36,92.44,60.56,4.67,6.93,3.26,6.94,3.29,80.46,81.1,74.61,82.63,14.87,0.6,15.64,18.45,14.08,0.0,0.0,0.0,0.0,0.0
2016,Unión Panamericana,Chocó,Chocó (ETC),2904,50.1,50.14,26.19,54.7,30.77,17.81,67.25,52.38,77.07,59.38,65.08,2.99,6.06,3.09,1.98,2.74,81.41,78.97,79.56,90.41,15.61,0.0,17.94,18.46,6.85,2.36,0.0,3.31,1.76,0.68
2016,Neiva,Huila,Neiva,67734,100.6,100.36,72.55,99.35,82.31,48.69,115.57,104.06,123.15,119.72,94.8,6.44,4.86,4.97,9.28,4.33,82.92,86.26,75.24,86.83,10.64,1.28,8.77,15.48,8.84,3.4,0.84,2.7,5.21,2.09
2016,Aipe,Huila,Huila (ETC),6675,50.0,50.02,29.91,46.13,43.36,25.17,57.42,43.89,55.98,66.22,49.66,3.15,2.42,2.14,4.5,3.48,91.11,94.26,86.16,89.57,5.75,0.0,3.59,9.34,6.95,7.03,1.61,6.94,8.68,5.61
2016,Baraya,Huila,Huila (ETC),2202,61.5,61.49,35.08,64.86,51.04,27.4,69.48,46.6,81.19,71.15,48.49,9.06,7.87,7.49,11.69,9.09,83.16,86.58,74.46,88.31,7.78,0.0,5.93,13.85,2.6,6.3,1.12,2.26,13.2,7.14
2016,Campoalegre,Huila,Huila (ETC),7681,80.7,80.69,53.08,79.66,67.51,35.35,92.25,80.41,98.28,96.98,73.39,7.57,14.22,5.26,10.29,3.45,83.73,89.58,74.48,88.51,8.7,0.0,5.15,15.22,8.05,6.78,2.41,6.19,9.71,1.72
